ID,item_cnt_month
0,2.8753343
1,2.876821
2,2.876821
3,2.876821
4,2.876821
5,2.8753343
6,2.8753343
7,2.8753343
8,2.876821
9,2.8753343
10,2.8753343
11,2.8753343
12,2.8753343
13,2.8753343
14,2.8753343
15,2.8753343
16,2.8753343
17,2.8753343
18,2.8753343
19,2.8753343
20,2.8753343
21,2.8753343
22,2.876821
23,2.876821
24,2.8900318
25,2.8900318
26,2.8900318
27,5.5191355
28,5.5191355
29,5.5191355
30,5.5191355
31,5.5191355
32,5.5191355
33,5.5191355
34,5.5191355
35,5.5191355
36,5.5191355
37,5.5191355
38,2.8900318
39,2.8900318
40,2.8900318
41,2.876821
42,2.876821
43,2.876821
44,2.876821
45,2.876821
46,2.876821
47,2.8900318
48,2.8900318
49,2.8900318
50,2.8900318
51,2.8900318
52,2.876821
53,2.8900318
54,3.6333547
55,2.8753343
56,3.6179538
57,3.6179538
58,3.6179538
59,3.6179538
60,3.6179538
61,3.6179538
62,3.6179538
63,3.424067
64,3.424067
65,3.424067
66,3.8478198
67,3.8478198
68,3.8478198
69,3.8478198
70,3.8478198
71,3.6179538
72,3.6179538
73,3.6179538
74,3.424067
75,3.424067
76,2.8900318
77,3.424067
78,3.424067
79,3.424067
80,3.424067
81,3.424067
82,3.424067
83,3.424067
84,2.8753343
85,2.8753343
86,2.8753343
87,3.5319667
88,2.8753343
89,2.8753343
90,2.8753343
91,2.8753343
92,2.8753343
93,2.8753343
94,2.8753343
95,2.8753343
96,2.8753343
97,3.60006
98,3.60006
99,3.6333547
100,3.6333547
101,3.85041
102,3.5319667
103,3.5319667
104,3.5319667
105,3.5319667
106,3.5319667
107,3.5319667
108,3.5319667
109,3.5319667
110,3.5319667
111,3.5319667
112,3.5319667
113,3.5319667
114,3.60006
115,2.8900318
116,3.0336947
117,2.8900318
118,3.438539
119,3.438539
120,3.438539
121,3.438539
122,3.438539
123,3.438539
124,3.438539
125,3.438539
126,3.438539
127,3.0336947
128,3.0336947
129,2.9912314
130,3.438539
131,3.438539
132,4.6956964
133,4.6956964
134,3.438539
135,3.0336947
136,3.0336947
137,3.0336947
138,3.0336947
139,3.0336947
140,3.0336947
141,3.0336947
142,3.0336947
143,3.0336947
144,3.0336947
145,3.0336947
146,3.0336947
147,3.0336947
148,3.0336947
149,3.438539
150,3.0336947
151,3.0336947
